Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Canonical Pathways,11,M136,PID FOXO PATHWAY,,-2.3,8.9,4.6,30244,49,207,3,1.4,0.83,2309|7514|23411,FOXO3|XPO1|SIRT1,-1.1,cluster_1_x_name
WikiPathways,27,WP1530,miRNA regulation of DNA damage response,,-2.3,6,4.1,30244,98,207,4,1.9,0.96,595|842|898|1026,CCND1|CASP9|CCNE1|CDKN1A,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0009408,response to heat,19_GO:0050896 response to stimulus,-2.3,6,4.1,30244,98,207,4,1.9,0.96,4846|55107|81570|94241,NOS3|ANO1|CLPB|TP53INP1,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0043279,response to alkaloid,19_GO:0050896 response to stimulus,-2.3,6,4.1,30244,98,207,4,1.9,0.96,1785|4988|5581|6546,DNM2|OPRM1|PRKCE|SLC8A1,-1.1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-202424,Downstream TCR signaling,,-2.3,6,4.1,30244,98,207,4,1.9,0.96,4792|5728|5970|8945,NFKBIA|PTEN|RELA|BTRC,-1.1,cluster_1_x_name
KEGG Pathway,24,hsa05231,Choline metabolism in cancer,,-2.3,6,4.1,30244,98,207,4,1.9,0.96,5156|6581|8395|8503,PDGFRA|SLC22A3|PIP5K1B|PIK3R3,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0050863,regulation of T cell activation,19_GO:0002376 immune system process,-2.3,3.1,3.4,30244,378,207,8,3.9,1.3,857|1445|2309|2534|5530|6541|7525|8289,CAV1|CSK|FOXO3|FYN|PPP3CA|SLC7A1|YES1|ARID1A,-1.1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-1474244,Extracellular matrix organization,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,1605|2335|3672|4053|7040|9644|26577,DAG1|FN1|ITGA1|LTBP2|TGFB1|SH3PXD2A|PCOLCE2,-1.1,cluster_1_x_name
GeDiPNet,37,GDP02897,Gouty arthritis,,-2.3,4.6,3.8,30244,159,207,5,2.4,1.1,3643|6833|10060|10864|51422,INSR|ABCC8|ABCC9|SLC22A7|PRKAG2,-1.1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-1227986,Signaling by ERBB2,,-2.3,8.8,4.6,30244,50,207,3,1.4,0.83,2534|5581|7525,FYN|PRKCE|YES1,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0045776,negative regulation of blood pressure,19_GO:0032501 multicellular organismal process,-2.3,8.8,4.6,30244,50,207,3,1.4,0.83,154|4846|10060,ADRB2|NOS3|ABCC9,-1.1,cluster_1_x_name
KEGG Pathway,24,hsa00330,Arginine and proline metabolism,,-2.3,8.8,4.6,30244,50,207,3,1.4,0.83,1152|4846|54498,CKB|NOS3|SMOX,-1.1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-177929,Signaling by EGFR,,-2.3,8.8,4.6,30244,50,207,3,1.4,0.83,1445|2060|5774,CSK|EPS15|PTPN3,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0045761,regulation of adenylate cyclase activity,19_GO:0065007 biological regulation,-2.3,8.8,4.6,30244,50,207,3,1.4,0.83,154|2696|4883,ADRB2|GIPR|NPR3,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0002753,cytosolic pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,8.8,4.6,30244,50,207,3,1.4,0.83,4792|5970|81570,NFKBIA|RELA|CLPB,-1.1,cluster_1_x_name
WikiPathways,27,WP286,IL-3 signaling pathway,,-2.3,8.8,4.6,30244,50,207,3,1.4,0.83,596|2534|7040,BCL2|FYN|TGFB1,-1.1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-373752,Netrin-1 signaling,,-2.3,8.8,4.6,30244,50,207,3,1.4,0.83,2534|5747|8633,FYN|PTK2|UNC5C,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0051054,positive regulation of DNA metabolic process,19_GO:0048518 positive regulation of biological process,-2.3,3.4,3.5,30244,302,207,7,3.4,1.3,4292|7040|8289|8412|23411|50507|54617,MLH1|TGFB1|ARID1A|BCAR3|SIRT1|NOX4|INO80,-1.1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-5633007,Regulation of TP53 Activity,,-2.3,4.6,3.8,30244,160,207,5,2.4,1.1,5571|51422|79109|94241|117584,PRKAG1|PRKAG2|MAPKAP1|TP53INP1|RFFL,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0010631,epithelial cell migration,19_GO:0032501 multicellular organismal process,-2.3,5.8,4,30244,100,207,4,1.9,0.96,4846|5586|8503|8660,NOS3|PKN2|PIK3R3|IRS2,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0010256,endomembrane system organization,19_GO:0009987 cellular process,-2.3,2.6,3.2,30244,554,207,10,4.8,1.5,164|358|857|5587|5728|7329|7369|10783|11267|29763,AP1G1|AQP1|CAV1|PRKD1|PTEN|UBE2I|UMOD|NEK6|SNF8|PACSIN3,-1.1,cluster_1_x_name
KEGG Pathway,24,hsa04979,Cholesterol metabolism,,-2.3,8.6,4.5,30244,51,207,3,1.4,0.83,348|1593|4035,APOE|CYP27A1|LRP1,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,19_GO:0042592 homeostatic process,-2.3,8.6,4.5,30244,51,207,3,1.4,0.83,5581|6833|55107,PRKCE|ABCC8|ANO1,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:1903202,negative regulation of oxidative stress-induced cell death,19_GO:0048519 negative regulation of biological process,-2.3,8.6,4.5,30244,51,207,3,1.4,0.83,2534|23411|135112,FYN|SIRT1|NCOA7,-1.1,cluster_1_x_name
WikiPathways,27,WP1533,Vitamin B12 metabolism,,-2.3,8.6,4.5,30244,51,207,3,1.4,0.83,348|3643|5970,APOE|INSR|RELA,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0051646,mitochondrion localization,19_GO:0051179 localization,-2.3,8.6,4.5,30244,51,207,3,1.4,0.83,4205|22906|84871,MEF2A|TRAK1|AGBL4,-1.1,cluster_1_x_name
WikiPathways,27,WP2267,Synaptic vesicle pathway,,-2.3,8.6,4.5,30244,51,207,3,1.4,0.83,1785|6581|6857,DNM2|SLC22A3|SYT1,-1.1,cluster_1_x_name
GeDiPNet,37,GDP00216,Acute Kidney Insufficiency,,-2.3,5.8,4,30244,101,207,4,1.9,0.96,1557|4846|7040|23411,CYP2C19|NOS3|TGFB1|SIRT1,-1.1,cluster_1_x_name
GeDiPNet,37,GDP03840,Jacksonian Seizure,,-2.3,5.8,4,30244,101,207,4,1.9,0.96,348|3767|4988|6546,APOE|KCNJ11|OPRM1|SLC8A1,-1.1,cluster_1_x_name
KEGG Pathway,24,hsa04916,Melanogenesis,,-2.3,5.8,4,30244,101,207,4,1.9,0.96,1855|6934|23236|89780,DVL1|TCF7L2|PLCB1|WNT3A,-1.1,cluster_1_x_name
GeDiPNet,37,GDP05112,Neurodevelopmental Disorders,,-2.3,5.8,4,30244,101,207,4,1.9,0.96,1106|2904|5728|6934,CHD2|GRIN2B|PTEN|TCF7L2,-1.1,cluster_1_x_name
WikiPathways,27,WP2064,Neural crest differentiation,,-2.3,5.8,4,30244,101,207,4,1.9,0.96,1488|1855|2260|89780,CTBP2|DVL1|FGFR1|WNT3A,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:1905477,positive regulation of protein localization to membrane,19_GO:0051179 localization,-2.3,5.7,4,30244,102,207,4,1.9,0.96,2534|4035|5581|89780,FYN|LRP1|PRKCE|WNT3A,-1.1,cluster_1_x_name
GeDiPNet,37,GDP00518,Arachnodactyly,,-2.3,5.7,4,30244,102,207,4,1.9,0.96,59|4088|4883|6497,ACTA2|SMAD3|NPR3|SKI,-1.1,cluster_1_x_name
KEGG Pathway,24,hsa04972,Pancreatic secretion,,-2.3,5.7,4,30244,102,207,4,1.9,0.96,490|6558|9635|23236,ATP2B1|SLC12A2|CLCA2|PLCB1,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:1990830,cellular response to leukemia inhibitory factor,19_GO:0050896 response to stimulus,-2.3,5.7,4,30244,102,207,4,1.9,0.96,1488|22808|23411|26577,CTBP2|MRAS|SIRT1|PCOLCE2,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-2.3,2.8,3.3,30244,471,207,9,4.3,1.4,596|2534|4088|4292|5530|7040|8503|57580|89780,BCL2|FYN|SMAD3|MLH1|PPP3CA|TGFB1|PIK3R3|PREX1|WNT3A,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0034332,adherens junction organization,19_GO:0009987 cellular process,-2.3,8.4,4.5,30244,52,207,3,1.4,0.83,1445|10266|10979,CSK|RAMP2|FERMT2,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0060324,face development,19_GO:0032502 developmental process,-2.3,8.4,4.5,30244,52,207,3,1.4,0.83,5156|6237|6497,PDGFRA|RRAS|SKI,-1.1,cluster_1_x_name
GeDiPNet,37,GDP00527,Arnold-Chiari malformation,,-2.3,8.4,4.5,30244,52,207,3,1.4,0.83,2260|5728|6497,FGFR1|PTEN|SKI,-1.1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-383280,Nuclear Receptor transcription pathway,,-2.3,8.4,4.5,30244,52,207,3,1.4,0.83,2099|5241|9612,ESR1|PGR|NCOR2,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0006110,regulation of glycolytic process,19_GO:0008152 metabolic process,-2.3,8.4,4.5,30244,52,207,3,1.4,0.83,3643|5571|51422,INSR|PRKAG1|PRKAG2,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0010543,regulation of platelet activation,19_GO:0032501 multicellular organismal process,-2.3,8.4,4.5,30244,52,207,3,1.4,0.83,348|4846|5156,APOE|NOS3|PDGFRA,-1.1,cluster_1_x_name
WikiPathways,27,WP75,Toll-like receptor signaling pathway,,-2.3,5.7,3.9,30244,103,207,4,1.9,0.96,3663|4792|5970|8503,IRF5|NFKBIA|RELA|PIK3R3,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:1990823,response to leukemia inhibitory factor,19_GO:0050896 response to stimulus,-2.3,5.7,3.9,30244,103,207,4,1.9,0.96,1488|22808|23411|26577,CTBP2|MRAS|SIRT1|PCOLCE2,-1.1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,,-2.3,5.7,3.9,30244,103,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-1.1,cluster_1_x_name
GO Biological Processes,19,GO:0090132,epithelium migration,19_GO:0032501 multicellular organismal process,-2.3,5.7,3.9,30244,103,207,4,1.9,0.96,4846|5586|8503|8660,NOS3|PKN2|PIK3R3|IRS2,-1.1,cluster_1_x_name
GeDiPNet,37,GDP03519,Hypotonia,,-2.2,4.4,3.7,30244,165,207,5,2.4,1.1,51|2260|6833|6857|81570,ACOX1|FGFR1|ABCC8|SYT1|CLPB,-1,cluster_1_x_name
GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-2.2,3,3.3,30244,391,207,8,3.9,1.3,1785|2669|2697|4292|4643|7514|22906|84871,DNM2|GEM|GJA1|MLH1|MYO1E|XPO1|TRAK1|AGBL4,-1,cluster_1_x_name
KEGG Pathway,24,hsa04620,Toll-like receptor signaling pathway,,-2.2,5.6,3.9,30244,104,207,4,1.9,0.96,3663|4792|5970|8503,IRF5|NFKBIA|RELA|PIK3R3,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-975155,MyD88 dependent cascade initiated on endosome,,-2.2,5.6,3.9,30244,104,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-1,cluster_1_x_name
GeDiPNet,37,GDP04841,Multiple myeloma,,-2.2,5.6,3.9,30244,104,207,4,1.9,0.96,595|596|1031|57580,CCND1|BCL2|CDKN2C|PREX1,-1,cluster_1_x_name
KEGG Pathway,24,hsa04064,NF-kappa B signaling pathway,,-2.2,5.6,3.9,30244,104,207,4,1.9,0.96,596|4792|5970|7329,BCL2|NFKBIA|RELA|UBE2I,-1,cluster_1_x_name
GO Biological Processes,19,GO:0110020,regulation of actomyosin structure organization,19_GO:0050789 regulation of biological process,-2.2,5.6,3.9,30244,104,207,4,1.9,0.96,4088|5217|10174|10979,SMAD3|PFN2|SORBS3|FERMT2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0071322,cellular response to carbohydrate stimulus,19_GO:0050896 response to stimulus,-2.2,5.6,3.9,30244,104,207,4,1.9,0.96,5530|8660|23236|50507,PPP3CA|IRS2|PLCB1|NOX4,-1,cluster_1_x_name
GO Biological Processes,19,GO:0051155,positive regulation of striated muscle cell differentiation,19_GO:0032502 developmental process,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,596|7040|89780,BCL2|TGFB1|WNT3A,-1,cluster_1_x_name
GeDiPNet,37,GDP05059,Nervous System Disorder,,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,154|842|4773,ADRB2|CASP9|NFATC2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0001706,endoderm formation,19_GO:0032502 developmental process,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,1843|1844|2335,DUSP1|DUSP2|FN1,-1,cluster_1_x_name
WikiPathways,27,WP2864,Apoptosis-related network due to altered Notch3 in ovarian cancer,,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,348|1026|5747,APOE|CDKN1A|PTK2,-1,cluster_1_x_name
WikiPathways,27,WP3286,Copper homeostasis,,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,595|2309|5728,CCND1|FOXO3|PTEN,-1,cluster_1_x_name
GO Biological Processes,19,GO:0002715,regulation of natural killer cell mediated immunity,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,164|1398|7040,AP1G1|CRK|TGFB1,-1,cluster_1_x_name
Canonical Pathways,11,M88,PID CD8 TCR PATHWAY,,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,1445|2534|5581,CSK|FYN|PRKCE,-1,cluster_1_x_name
GO Biological Processes,19,GO:2000648,positive regulation of stem cell proliferation,19_GO:0048518 positive regulation of biological process,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,898|2697|10979,CCNE1|GJA1|FERMT2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0001541,ovarian follicle development,19_GO:0022414 reproductive process,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,596|658|2099,BCL2|BMPR1B|ESR1,-1,cluster_1_x_name
GO Biological Processes,19,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,658|857|5728,BMPR1B|CAV1|PTEN,-1,cluster_1_x_name
GO Biological Processes,19,GO:0009948,anterior/posterior axis specification,19_GO:0032502 developmental process,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,6497|8861|10818,SKI|LDB1|FRS2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0016925,protein sumoylation,19_GO:0008152 metabolic process,-2.2,8.3,4.4,30244,53,207,3,1.4,0.83,7329|8554|59343,UBE2I|PIAS1|SENP2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0072330,monocarboxylic acid biosynthetic process,19_GO:0008152 metabolic process,-2.2,4.4,3.6,30244,166,207,5,2.4,1.1,1544|1593|5571|51422|114881,CYP1A2|CYP27A1|PRKAG1|PRKAG2|OSBPL7,-1,cluster_1_x_name
GO Biological Processes,19,GO:0051276,chromosome organization,19_GO:0009987 cellular process,-2.2,2.8,3.2,30244,477,207,9,4.3,1.4,898|2547|2669|3159|4292|6934|8861|54617|84444,CCNE1|XRCC6|GEM|HMGA1|MLH1|TCF7L2|LDB1|INO80|DOT1L,-1,cluster_1_x_name
GO Biological Processes,19,GO:0042110,T cell activation,19_GO:0002376 immune system process,-2.2,3.3,3.4,30244,312,207,7,3.4,1.3,596|2534|4088|5530|7040|8503|57580,BCL2|FYN|SMAD3|PPP3CA|TGFB1|PIK3R3|PREX1,-1,cluster_1_x_name
Canonical Pathways,11,M164,PID ERBB1 DOWNSTREAM PATHWAY,,-2.2,5.6,3.9,30244,105,207,4,1.9,0.96,1843|5868|8503|79109,DUSP1|RAB5A|PIK3R3|MAPKAP1,-1,cluster_1_x_name
GeDiPNet,37,GDP01661,Congenital heart defects,,-2.2,5.6,3.9,30244,105,207,4,1.9,0.96,3767|4624|6833|8289,KCNJ11|MYH6|ABCC8|ARID1A,-1,cluster_1_x_name
GO Biological Processes,19,GO:0071773,cellular response to BMP stimulus,19_GO:0050896 response to stimulus,-2.2,5.6,3.9,30244,105,207,4,1.9,0.96,658|1655|7040|7049,BMPR1B|DDX5|TGFB1|TGFBR3,-1,cluster_1_x_name
GO Biological Processes,19,GO:0021549,cerebellum development,19_GO:0032502 developmental process,-2.2,5.6,3.9,30244,105,207,4,1.9,0.96,1152|1398|8861|9612,CKB|CRK|LDB1|NCOR2,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,,-2.2,5.6,3.9,30244,105,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-1,cluster_1_x_name
GO Biological Processes,19,GO:0071772,response to BMP,19_GO:0050896 response to stimulus,-2.2,5.6,3.9,30244,105,207,4,1.9,0.96,658|1655|7040|7049,BMPR1B|DDX5|TGFB1|TGFBR3,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,,-2.2,5.6,3.9,30244,105,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-1,cluster_1_x_name
GO Biological Processes,19,GO:0003205,cardiac chamber development,19_GO:0032502 developmental process,-2.2,4.4,3.6,30244,167,207,5,2.4,1.1,4624|4846|7040|7049|10818,MYH6|NOS3|TGFB1|TGFBR3|FRS2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0046661,male sex differentiation,19_GO:0022414 reproductive process,-2.2,4.4,3.6,30244,167,207,5,2.4,1.1,595|596|2099|3643|5156,CCND1|BCL2|ESR1|INSR|PDGFRA,-1,cluster_1_x_name
GO Biological Processes,19,GO:0071385,cellular response to glucocorticoid stimulus,19_GO:0050896 response to stimulus,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,358|490|842,AQP1|ATP2B1|CASP9,-1,cluster_1_x_name
WikiPathways,27,WP395,IL-4 signaling pathway,,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,4792|5970|8660,NFKBIA|RELA|IRS2,-1,cluster_1_x_name
Canonical Pathways,11,M278,PID RAC1 PATHWAY,,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,1398|8395|10152,CRK|PIP5K1B|ABI2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0043124,negative regulation of I-kappaB kinase/NF-kappaB signaling,19_GO:0048519 negative regulation of biological process,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,2099|23411|64116,ESR1|SIRT1|SLC39A8,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-8848021,Signaling by PTK6,,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,595|898|1398,CCND1|CCNE1|CRK,-1,cluster_1_x_name
WikiPathways,27,WP5097,CCL18 signaling pathway,,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,59|2335|5728,ACTA2|FN1|PTEN,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,595|898|1398,CCND1|CCNE1|CRK,-1,cluster_1_x_name
GO Biological Processes,19,GO:0071320,cellular response to cAMP,19_GO:0050896 response to stimulus,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,358|1373|6546,AQP1|CPS1|SLC8A1,-1,cluster_1_x_name
GO Biological Processes,19,GO:0019935,cyclic-nucleotide-mediated signaling,19_GO:0050896 response to stimulus,-2.2,8.1,4.3,30244,54,207,3,1.4,0.83,348|358|4881,APOE|AQP1|NPR1,-1,cluster_1_x_name
GO Biological Processes,19,GO:0006914,autophagy,19_GO:0008152 metabolic process,-2.2,3.3,3.3,30244,314,207,7,3.4,1.3,987|5287|7040|7369|11267|23376|94241,LRBA|PIK3C2B|TGFB1|UMOD|SNF8|UFL1|TP53INP1,-1,cluster_1_x_name
GO Biological Processes,19,GO:0061919,process utilizing autophagic mechanism,19_GO:0009987 cellular process,-2.2,3.3,3.3,30244,314,207,7,3.4,1.3,987|5287|7040|7369|11267|23376|94241,LRBA|PIK3C2B|TGFB1|UMOD|SNF8|UFL1|TP53INP1,-1,cluster_1_x_name
GeDiPNet,37,GDP07299,Ventricular septal defect,,-2.2,3.3,3.3,30244,314,207,7,3.4,1.3,2260|2697|4053|7525|8289|79068|150094,FGFR1|GJA1|LTBP2|YES1|ARID1A|FTO|SIK1,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-168898,Toll-like Receptor Cascades,,-2.2,4.3,3.6,30244,168,207,5,2.4,1.1,1785|4205|4792|5970|8945,DNM2|MEF2A|NFKBIA|RELA|BTRC,-1,cluster_1_x_name
GO Biological Processes,19,GO:0007034,vacuolar transport,19_GO:0051179 localization,-2.2,4.3,3.6,30244,168,207,5,2.4,1.1,154|164|4035|11267|22906,ADRB2|AP1G1|LRP1|SNF8|TRAK1,-1,cluster_1_x_name
GeDiPNet,37,GDP04176,Liver neoplasms,,-2.2,4.3,3.6,30244,168,207,5,2.4,1.1,595|2099|4292|5581|5970,CCND1|ESR1|MLH1|PRKCE|RELA,-1,cluster_1_x_name
GO Biological Processes,19,GO:0032784,regulation of DNA-templated transcription elongation,19_GO:0008152 metabolic process,-2.2,5.5,3.9,30244,106,207,4,1.9,0.96,905|8178|8861|10614,CCNT2|ELL|LDB1|HEXIM1,-1,cluster_1_x_name
GO Biological Processes,19,GO:0000077,DNA damage checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.2,5.5,3.9,30244,106,207,4,1.9,0.96,595|1026|23376|84444,CCND1|CDKN1A|UFL1|DOT1L,-1,cluster_1_x_name
GO Biological Processes,19,GO:0035265,organ growth,19_GO:0040007 growth,-2.2,5.5,3.9,30244,106,207,4,1.9,0.96,596|2099|6497|7049,BCL2|ESR1|SKI|TGFBR3,-1,cluster_1_x_name
KEGG Pathway,24,hsa04530,Tight junction,,-2.2,4.3,3.6,30244,169,207,5,2.4,1.1,595|5571|5581|23327|51422,CCND1|PRKAG1|PRKCE|NEDD4L|PRKAG2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0002221,pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,5.5,3.8,30244,107,207,4,1.9,0.96,4792|5581|5970|81570,NFKBIA|PRKCE|RELA|CLPB,-1,cluster_1_x_name
GO Biological Processes,19,GO:1990748,cellular detoxification,19_GO:0098754 detoxification,-2.2,5.5,3.8,30244,107,207,4,1.9,0.96,348|4846|64116|94241,APOE|NOS3|SLC39A8|TP53INP1,-1,cluster_1_x_name
WikiPathways,27,WP2018,RANKL/RANK signaling pathway,,-2.2,8,4.3,30244,55,207,3,1.4,0.83,4792|5747|5970,NFKBIA|PTK2|RELA,-1,cluster_1_x_name
GeDiPNet,37,GDP07363,West Syndrome,,-2.2,8,4.3,30244,55,207,3,1.4,0.83,2904|23236|150094,GRIN2B|PLCB1|SIK1,-1,cluster_1_x_name
GO Biological Processes,19,GO:0009409,response to cold,19_GO:0050896 response to stimulus,-2.2,8,4.3,30244,55,207,3,1.4,0.83,154|490|4792,ADRB2|ATP2B1|NFKBIA,-1,cluster_1_x_name
GO Biological Processes,19,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,19_GO:0050896 response to stimulus,-2.2,8,4.3,30244,55,207,3,1.4,0.83,1026|1655|23411,CDKN1A|DDX5|SIRT1,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-9700206,Signaling by ALK in cancer,,-2.2,8,4.3,30244,55,207,3,1.4,0.83,2335|10818|51530,FN1|FRS2|ZC3HC1,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,,-2.2,8,4.3,30244,55,207,3,1.4,0.83,2335|10818|51530,FN1|FRS2|ZC3HC1,-1,cluster_1_x_name
GO Biological Processes,19,GO:0010559,regulation of glycoprotein biosynthetic process,19_GO:0008152 metabolic process,-2.2,8,4.3,30244,55,207,3,1.4,0.83,596|6934|23236,BCL2|TCF7L2|PLCB1,-1,cluster_1_x_name
GeDiPNet,37,GDP00622,Atrioventricular block,,-2.2,8,4.3,30244,55,207,3,1.4,0.83,2697|10060|51422,GJA1|ABCC9|PRKAG2,-1,cluster_1_x_name
GO Biological Processes,19,GO:0002220,innate immune response activating cell surface receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.2,8,4.3,30244,55,207,3,1.4,0.83,2534|4792|5581,FYN|NFKBIA|PRKCE,-1,cluster_1_x_name
GO Biological Processes,19,GO:0006826,iron ion transport,19_GO:0051179 localization,-2.2,8,4.3,30244,55,207,3,1.4,0.83,1785|64116|79901,DNM2|SLC39A8|CYBRD1,-1,cluster_1_x_name
GO Biological Processes,19,GO:1903170,negative regulation of calcium ion transmembrane transport,19_GO:0051179 localization,-2.2,8,4.3,30244,55,207,3,1.4,0.83,596|2669|5530,BCL2|GEM|PPP3CA,-1,cluster_1_x_name
GO Biological Processes,19,GO:0010518,positive regulation of phospholipase activity,19_GO:0065007 biological regulation,-2.2,8,4.3,30244,55,207,3,1.4,0.83,2099|2260|5156,ESR1|FGFR1|PDGFRA,-1,cluster_1_x_name
GeDiPNet,37,GDP05443,Ovarian cancer,,-2.2,4.3,3.6,30244,170,207,5,2.4,1.1,857|898|2099|4292|5728,CAV1|CCNE1|ESR1|MLH1|PTEN,-1,cluster_1_x_name
GO Biological Processes,19,GO:1990778,protein localization to cell periphery,19_GO:0051179 localization,-2.2,3.6,3.4,30244,241,207,6,2.9,1.2,857|3728|7369|9351|10266|81619,CAV1|JUP|UMOD|NHERF2|RAMP2|TSPAN14,-1,cluster_1_x_name
GO Biological Processes,19,GO:0050890,cognition,19_GO:0032501 multicellular organismal process,-2.2,3.2,3.3,30244,318,207,7,3.4,1.3,348|2534|2904|3643|5728|6833|23236,APOE|FYN|GRIN2B|INSR|PTEN|ABCC8|PLCB1,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,,-2.2,5.4,3.8,30244,108,207,4,1.9,0.96,4205|4792|5970|8945,MEF2A|NFKBIA|RELA|BTRC,-1,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-163685,Integration of energy metabolism,,-2.2,5.4,3.8,30244,108,207,4,1.9,0.96,3767|6833|23236|51422,KCNJ11|ABCC8|PLCB1|PRKAG2,-1,cluster_1_x_name
KEGG Pathway,24,hsa03013,Nucleocytoplasmic transport,,-2.2,5.4,3.8,30244,108,207,4,1.9,0.96,7329|7514|59343|65110,UBE2I|XPO1|SENP2|UPF3A,-1,cluster_1_x_name
