Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
cluster_1_x_name_MCODE_ALL,Reactome Gene Sets,6,R-HSA-373760,L1CAM interactions,,-2.8,13,5.9,30244,119,57,3,5.3,3,1785|2260|3672,DNM2|FGFR1|ITGA1,-1.8
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0032355,response to estradiol,19_GO:0050896 response to stimulus,-2.8,13,5.8,30244,120,57,3,5.3,3,2099|8204|9612,ESR1|NRIP1|NCOR2,-1.8
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0019725,cellular homeostasis,19_GO:0042592 homeostatic process,-2.8,4.8,4.3,30244,666,57,6,11,4.1,490|857|4846|6558|8660|23411,ATP2B1|CAV1|NOS3|SLC12A2|IRS2|SIRT1,-1.8
cluster_1_x_name_MCODE_ALL,Reactome Gene Sets,6,R-HSA-8878166,Transcriptional regulation by RUNX2,,-2.8,13,5.8,30244,121,57,3,5.3,3,1026|2099|7525,CDKN1A|ESR1|YES1,-1.8
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04919,Thyroid hormone signaling pathway,,-2.8,13,5.8,30244,121,57,3,5.3,3,2099|8503|23236,ESR1|PIK3R3|PLCB1,-1.8
cluster_1_x_name_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9006936,Signaling by TGFB family members,,-2.8,13,5.8,30244,122,57,3,5.3,3,6497|7514|9612,SKI|XPO1|NCOR2,-1.8
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0071675,regulation of mononuclear cell migration,19_GO:0040011 locomotion,-2.8,13,5.8,30244,122,57,3,5.3,3,1398|5747|23236,CRK|PTK2|PLCB1,-1.8
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP06079,Pulmonary arterial hypertension,,-2.8,13,5.8,30244,122,57,3,5.3,3,857|2260|2697,CAV1|FGFR1|GJA1,-1.8
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0031175,neuron projection development,19_GO:0032502 developmental process,-2.8,4.8,4.3,30244,670,57,6,11,4.1,1398|1605|1785|2534|3672|5747,CRK|DAG1|DNM2|FYN|ITGA1|PTK2,-1.8
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0051091,positive regulation of DNA-binding transcription factor activity,19_GO:0008152 metabolic process,-2.8,7.8,4.9,30244,271,57,4,7,3.4,857|2099|3728|5970,CAV1|ESR1|JUP|RELA,-1.8
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0045471,response to ethanol,19_GO:0050896 response to stimulus,-2.8,13,5.7,30244,126,57,3,5.3,3,2534|2904|5581,FYN|GRIN2B|PRKCE,-1.8
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa05020,Prion disease,,-2.8,7.8,4.9,30244,273,57,4,7,3.4,857|2534|2904|8503,CAV1|FYN|GRIN2B|PIK3R3,-1.8
cluster_1_x_name_MCODE_ALL,WikiPathways,27,WP4754,IL-18 signaling pathway,,-2.8,7.8,4.9,30244,273,57,4,7,3.4,2335|2904|4792|5970,FN1|GRIN2B|NFKBIA|RELA,-1.8
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-2.7,5.7,4.5,30244,464,57,5,8.8,3.7,1605|1785|2534|3672|5747,DAG1|DNM2|FYN|ITGA1|PTK2,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0007611,learning or memory,19_GO:0032501 multicellular organismal process,-2.7,7.7,4.8,30244,277,57,4,7,3.4,2534|2904|3643|23236,FYN|GRIN2B|INSR|PLCB1,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0006661,phosphatidylinositol biosynthetic process,19_GO:0008152 metabolic process,-2.7,12,5.6,30244,129,57,3,5.3,3,5287|8395|8503,PIK3C2B|PIP5K1B|PIK3R3,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-2.7,5.7,4.4,30244,469,57,5,8.8,3.7,1605|1785|2534|3672|5747,DAG1|DNM2|FYN|ITGA1|PTK2,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,19_GO:0051179 localization,-2.7,7.6,4.8,30244,279,57,4,7,3.4,154|857|1785|5581,ADRB2|CAV1|DNM2|PRKCE,-1.7
cluster_1_x_name_MCODE_ALL,WikiPathways,27,WP4657,22q11.2 copy number variation syndrome,,-2.7,12,5.6,30244,130,57,3,5.3,3,406|2260|7514,BMAL1|FGFR1|XPO1,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:1903305,regulation of regulated secretory pathway,19_GO:0051179 localization,-2.7,12,5.6,30244,130,57,3,5.3,3,2268|5868|6857,FGR|RAB5A|SYT1,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:1904375,regulation of protein localization to cell periphery,19_GO:0051179 localization,-2.7,12,5.6,30244,130,57,3,5.3,3,1445|1605|5581,CSK|DAG1|PRKCE,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0010595,positive regulation of endothelial cell migration,19_GO:0040011 locomotion,-2.7,12,5.6,30244,131,57,3,5.3,3,2260|4846|23411,FGFR1|NOS3|SIRT1,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-2.7,5.6,4.4,30244,474,57,5,8.8,3.7,1605|1785|2534|3672|5747,DAG1|DNM2|FYN|ITGA1|PTK2,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0030010,establishment of cell polarity,19_GO:0009987 cellular process,-2.7,12,5.5,30244,132,57,3,5.3,3,1398|2697|5747,CRK|GJA1|PTK2,-1.7
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04728,Dopaminergic synapse,,-2.7,12,5.5,30244,132,57,3,5.3,3,406|2904|23236,BMAL1|GRIN2B|PLCB1,-1.7
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP05413,Osteoporosis,,-2.7,7.5,4.8,30244,283,57,4,7,3.4,857|2099|2260|7094,CAV1|ESR1|FGFR1|TLN1,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0006650,glycerophospholipid metabolic process,19_GO:0008152 metabolic process,-2.7,7.5,4.8,30244,284,57,4,7,3.4,5287|8395|8503|23236,PIK3C2B|PIP5K1B|PIK3R3|PLCB1,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0009581,detection of external stimulus,19_GO:0050896 response to stimulus,-2.7,12,5.5,30244,133,57,3,5.3,3,2534|3728|5747,FYN|JUP|PTK2,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0009617,response to bacterium,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,4.5,4.1,30244,703,57,6,11,4.1,857|2268|4792|4846|5581|5970,CAV1|FGR|NFKBIA|NOS3|PRKCE|RELA,-1.7
cluster_1_x_name_MCODE_ALL,Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-2.7,4.5,4.1,30244,710,57,6,11,4.1,154|1129|2335|5581|8503|23236,ADRB2|CHRM2|FN1|PRKCE|PIK3R3|PLCB1,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0009582,detection of abiotic stimulus,19_GO:0050896 response to stimulus,-2.7,12,5.4,30244,136,57,3,5.3,3,2534|3728|5747,FYN|JUP|PTK2,-1.7
cluster_1_x_name_MCODE_ALL,WikiPathways,27,WP4630,Measles virus infection,,-2.7,12,5.4,30244,136,57,3,5.3,3,4792|5970|8503,NFKBIA|RELA|PIK3R3,-1.7
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04210,Apoptosis,,-2.7,12,5.4,30244,136,57,3,5.3,3,4792|5970|8503,NFKBIA|RELA|PIK3R3,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0022898,regulation of transmembrane transporter activity,19_GO:0051179 localization,-2.7,7.3,4.7,30244,291,57,4,7,3.4,154|857|1785|5581,ADRB2|CAV1|DNM2|PRKCE,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.7,12,5.4,30244,137,57,3,5.3,3,857|5747|8554,CAV1|PTK2|PIAS1,-1.7
cluster_1_x_name_MCODE_ALL,Canonical Pathways,11,M145,PID P53 DOWNSTREAM PATHWAY,,-2.7,12,5.4,30244,137,57,3,5.3,3,857|1026|1655,CAV1|CDKN1A|DDX5,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0001764,neuron migration,19_GO:0032502 developmental process,-2.7,12,5.4,30244,137,57,3,5.3,3,1398|2260|2534,CRK|FGFR1|FYN,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0008277,regulation of G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.7,12,5.4,30244,137,57,3,5.3,3,154|1785|23236,ADRB2|DNM2|PLCB1,-1.7
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04010,MAPK signaling pathway,,-2.6,7.2,4.7,30244,294,57,4,7,3.4,1398|2260|3643|5970,CRK|FGFR1|INSR|RELA,-1.7
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04371,Apelin signaling pathway,,-2.6,11,5.4,30244,139,57,3,5.3,3,4846|5581|23236,NOS3|PRKCE|PLCB1,-1.7
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa05162,Measles,,-2.6,11,5.4,30244,139,57,3,5.3,3,4792|5970|8503,NFKBIA|RELA|PIK3R3,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,19_GO:0048518 positive regulation of biological process,-2.6,11,5.4,30244,139,57,3,5.3,3,857|8554|8945,CAV1|PIAS1|BTRC,-1.7
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0090090,negative regulation of canonical Wnt signaling pathway,19_GO:0048519 negative regulation of biological process,-2.6,11,5.3,30244,140,57,3,5.3,3,857|1500|6934,CAV1|CTNND1|TCF7L2,-1.6
cluster_1_x_name_MCODE_ALL,WikiPathways,27,WP5083,Neuroinflammation and glutamatergic signaling,,-2.6,11,5.3,30244,140,57,3,5.3,3,2904|3643|23236,GRIN2B|INSR|PLCB1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0007623,circadian rhythm,19_GO:0048511 rhythmic process,-2.6,11,5.3,30244,140,57,3,5.3,3,406|8204|23411,BMAL1|NRIP1|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0032990,cell part morphogenesis,19_GO:0032502 developmental process,-2.6,5.4,4.3,30244,494,57,5,8.8,3.7,1605|1785|2534|3672|5747,DAG1|DNM2|FYN|ITGA1|PTK2,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0099504,synaptic vesicle cycle,19_GO:0051179 localization,-2.6,11,5.3,30244,141,57,3,5.3,3,1785|5868|6857,DNM2|RAB5A|SYT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:2001056,positive regulation of cysteine-type endopeptidase activity,19_GO:0048518 positive regulation of biological process,-2.6,11,5.3,30244,141,57,3,5.3,3,2534|2904|23411,FYN|GRIN2B|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-2.6,11,5.3,30244,141,57,3,5.3,3,857|7514|8554,CAV1|XPO1|PIAS1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0043271,negative regulation of monoatomic ion transport,19_GO:0051179 localization,-2.6,11,5.3,30244,142,57,3,5.3,3,857|4846|5581,CAV1|NOS3|PRKCE,-1.6
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04120,Ubiquitin mediated proteolysis,,-2.6,11,5.3,30244,142,57,3,5.3,3,7329|8554|8945,UBE2I|PIAS1|BTRC,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:2001235,positive regulation of apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-2.6,11,5.3,30244,142,57,3,5.3,3,857|6201|23411,CAV1|RPS7|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-2.6,4.4,4,30244,730,57,6,11,4.1,857|4792|5970|6558|23236|23411,CAV1|NFKBIA|RELA|SLC12A2|PLCB1|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:1901214,regulation of neuron death,19_GO:0050789 regulation of biological process,-2.6,7.1,4.6,30244,301,57,4,7,3.4,2534|2904|3672|23411,FYN|GRIN2B|ITGA1|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa05017,Spinocerebellar ataxia,,-2.6,11,5.3,30244,143,57,3,5.3,3,2904|8503|23236,GRIN2B|PIK3R3|PLCB1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,19_GO:0050896 response to stimulus,-2.6,7,4.6,30244,303,57,4,7,3.4,857|1785|6497|23411,CAV1|DNM2|SKI|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,19_GO:0048518 positive regulation of biological process,-2.6,5.2,4.2,30244,506,57,5,8.8,3.7,857|1605|1785|5581|10979,CAV1|DAG1|DNM2|PRKCE|FERMT2,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,19_GO:0032502 developmental process,-2.6,11,5.2,30244,146,57,3,5.3,3,406|10979|23411,BMAL1|FERMT2|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0031348,negative regulation of defense response,19_GO:0048519 negative regulation of biological process,-2.6,6.9,4.5,30244,308,57,4,7,3.4,1398|2268|2534|7525,CRK|FGR|FYN|YES1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0007517,muscle organ development,19_GO:0032502 developmental process,-2.6,6.9,4.5,30244,309,57,4,7,3.4,857|1605|6497|23411,CAV1|DAG1|SKI|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0060538,skeletal muscle organ development,19_GO:0032502 developmental process,-2.6,11,5.2,30244,148,57,3,5.3,3,857|1605|6497,CAV1|DAG1|SKI,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0097190,apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.6,6.8,4.5,30244,310,57,4,7,3.4,857|1026|1655|23411,CAV1|CDKN1A|DDX5|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP07016,Tetralogy of Fallot,,-2.5,11,5.1,30244,149,57,3,5.3,3,2260|2335|6497,FGFR1|FN1|SKI,-1.6
cluster_1_x_name_MCODE_ALL,Reactome Gene Sets,6,R-HSA-162587,HIV Life Cycle,,-2.5,11,5.1,30244,149,57,3,5.3,3,2547|3159|7514,XRCC6|HMGA1|XPO1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0050806,positive regulation of synaptic transmission,19_GO:0048518 positive regulation of biological process,-2.5,11,5.1,30244,150,57,3,5.3,3,2904|5581|6857,GRIN2B|PRKCE|SYT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-2.5,5.1,4.1,30244,518,57,5,8.8,3.7,1026|1785|2697|7329|23236,CDKN1A|DNM2|GJA1|UBE2I|PLCB1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.5,5.1,4.1,30244,518,57,5,8.8,3.7,1026|3643|8289|23236|23411,CDKN1A|INSR|ARID1A|PLCB1|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0009416,response to light stimulus,19_GO:0050896 response to stimulus,-2.5,6.8,4.5,30244,314,57,4,7,3.4,1026|1785|5970|23411,CDKN1A|DNM2|RELA|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP07299,Ventricular septal defect,,-2.5,6.8,4.5,30244,314,57,4,7,3.4,2260|2697|7525|8289,FGFR1|GJA1|YES1|ARID1A,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0070372,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-2.5,6.8,4.5,30244,314,57,4,7,3.4,1445|2335|10818|10979,CSK|FN1|FRS2|FERMT2,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0032869,cellular response to insulin stimulus,19_GO:0050896 response to stimulus,-2.5,11,5.1,30244,151,57,3,5.3,3,3643|8503|8660,INSR|PIK3R3|IRS2,-1.6
cluster_1_x_name_MCODE_ALL,WikiPathways,27,WP4666,Hepatitis B infection,,-2.5,11,5.1,30244,151,57,3,5.3,3,1026|5970|8503,CDKN1A|RELA|PIK3R3,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0099003,vesicle-mediated transport in synapse,19_GO:0051179 localization,-2.5,11,5.1,30244,151,57,3,5.3,3,1785|5868|6857,DNM2|RAB5A|SYT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0009411,response to UV,19_GO:0050896 response to stimulus,-2.5,11,5.1,30244,151,57,3,5.3,3,1026|5970|23411,CDKN1A|RELA|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP03927,Kidney Disease,,-2.5,6.7,4.4,30244,315,57,4,7,3.4,857|1026|2335|8395,CAV1|CDKN1A|FN1|PIP5K1B,-1.6
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP02828,Glioblastoma,,-2.5,10,5.1,30244,153,57,3,5.3,3,2260|2335|5747,FGFR1|FN1|PTK2,-1.6
cluster_1_x_name_MCODE_ALL,Reactome Gene Sets,6,R-HSA-446652,Interleukin-1 family signaling,,-2.5,10,5.1,30244,153,57,3,5.3,3,4792|5970|8945,NFKBIA|RELA|BTRC,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0007612,learning,19_GO:0032501 multicellular organismal process,-2.5,10,5.1,30244,153,57,3,5.3,3,2534|3643|23236,FYN|INSR|PLCB1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-2.5,5.1,4.1,30244,524,57,5,8.8,3.7,1785|2697|6857|7514|23411,DNM2|GJA1|SYT1|XPO1|SIRT1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0050890,cognition,19_GO:0032501 multicellular organismal process,-2.5,6.7,4.4,30244,318,57,4,7,3.4,2534|2904|3643|23236,FYN|GRIN2B|INSR|PLCB1,-1.6
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04921,Oxytocin signaling pathway,,-2.5,10,5,30244,154,57,3,5.3,3,1026|4846|23236,CDKN1A|NOS3|PLCB1,-1.6
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04261,Adrenergic signaling in cardiomyocytes,,-2.5,10,5,30244,154,57,3,5.3,3,154|490|23236,ADRB2|ATP2B1|PLCB1,-1.6
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0046903,secretion,19_GO:0051179 localization,-2.5,5,4.1,30244,526,57,5,8.8,3.7,857|2697|5581|6857|9612,CAV1|GJA1|PRKCE|SYT1|NCOR2,-1.5
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP02680,Frontal bossing,,-2.5,6.6,4.4,30244,320,57,4,7,3.4,2260|2697|4792|6497,FGFR1|GJA1|NFKBIA|SKI,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0045807,positive regulation of endocytosis,19_GO:0051179 localization,-2.5,10,5,30244,155,57,3,5.3,3,1785|3643|84251,DNM2|INSR|SGIP1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0034763,negative regulation of transmembrane transport,19_GO:0051179 localization,-2.5,10,5,30244,155,57,3,5.3,3,857|5581|8660,CAV1|PRKCE|IRS2,-1.5
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04934,Cushing syndrome,,-2.5,10,5,30244,155,57,3,5.3,3,1026|6934|23236,CDKN1A|TCF7L2|PLCB1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0030163,protein catabolic process,19_GO:0008152 metabolic process,-2.5,4.2,3.8,30244,767,57,6,11,4.1,406|2534|5970|7329|8945|23411,BMAL1|FYN|RELA|UBE2I|BTRC|SIRT1,-1.5
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP01327,Cirrhosis,,-2.5,10,5,30244,156,57,3,5.3,3,154|857|23411,ADRB2|CAV1|SIRT1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0050851,antigen receptor-mediated signaling pathway,19_GO:0002376 immune system process,-2.5,10,5,30244,156,57,3,5.3,3,1445|2534|4792,CSK|FYN|NFKBIA,-1.5
cluster_1_x_name_MCODE_ALL,WikiPathways,27,WP289,Myometrial relaxation and contraction pathways,,-2.5,10,5,30244,156,57,3,5.3,3,2697|4846|5581,GJA1|NOS3|PRKCE,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0031647,regulation of protein stability,19_GO:0065007 biological regulation,-2.5,6.5,4.3,30244,326,57,4,7,3.4,1500|6201|8945|23411,CTNND1|RPS7|BTRC|SIRT1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0032409,regulation of transporter activity,19_GO:0065007 biological regulation,-2.5,6.5,4.3,30244,326,57,4,7,3.4,154|857|1785|5581,ADRB2|CAV1|DNM2|PRKCE,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0071453,cellular response to oxygen levels,19_GO:0050896 response to stimulus,-2.5,10,5,30244,159,57,3,5.3,3,857|5581|23411,CAV1|PRKCE|SIRT1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-2.5,4.9,4,30244,539,57,5,8.8,3.7,857|1785|3672|6201|23411,CAV1|DNM2|ITGA1|RPS7|SIRT1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0097193,intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.5,9.9,4.9,30244,161,57,3,5.3,3,1026|1655|23411,CDKN1A|DDX5|SIRT1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0034284,response to monosaccharide,19_GO:0050896 response to stimulus,-2.4,9.8,4.9,30244,162,57,3,5.3,3,6934|8660|23236,TCF7L2|IRS2|PLCB1,-1.5
cluster_1_x_name_MCODE_ALL,WikiPathways,27,WP4239,Epithelial to mesenchymal transition in colorectal cancer,,-2.4,9.8,4.9,30244,162,57,3,5.3,3,2335|3728|8503,FN1|JUP|PIK3R3,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0044772,mitotic cell cycle phase transition,19_GO:0009987 cellular process,-2.4,9.8,4.9,30244,163,57,3,5.3,3,1026|1785|23236,CDKN1A|DNM2|PLCB1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0042060,wound healing,19_GO:0050896 response to stimulus,-2.4,6.4,4.3,30244,334,57,4,7,3.4,1026|1605|2335|7094,CDKN1A|DAG1|FN1|TLN1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,6.3,4.3,30244,336,57,4,7,3.4,4792|4846|5581|5970,NFKBIA|NOS3|PRKCE|RELA,-1.5
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP05254,Obesity,,-2.4,4.8,3.9,30244,551,57,5,8.8,3.7,154|2099|2260|6497|23411,ADRB2|ESR1|FGFR1|SKI|SIRT1,-1.5
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04630,JAK-STAT signaling pathway,,-2.4,9.6,4.8,30244,166,57,3,5.3,3,1026|8503|8554,CDKN1A|PIK3R3|PIAS1,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0070665,positive regulation of leukocyte proliferation,19_GO:0048518 positive regulation of biological process,-2.4,9.6,4.8,30244,166,57,3,5.3,3,1026|5747|8660,CDKN1A|PTK2|IRS2,-1.5
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP04176,Liver neoplasms,,-2.4,9.5,4.8,30244,168,57,3,5.3,3,2099|5581|5970,ESR1|PRKCE|RELA,-1.5
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0055082,intracellular chemical homeostasis,19_GO:0042592 homeostatic process,-2.4,4.8,3.9,30244,558,57,5,8.8,3.7,490|857|6558|8660|23411,ATP2B1|CAV1|SLC12A2|IRS2|SIRT1,-1.5
cluster_1_x_name_MCODE_ALL,KEGG Pathway,24,hsa04310,Wnt signaling pathway,,-2.4,9.4,4.8,30244,170,57,3,5.3,3,6934|8945|23236,TCF7L2|BTRC|PLCB1,-1.4
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0009267,cellular response to starvation,19_GO:0050896 response to stimulus,-2.4,9.4,4.8,30244,170,57,3,5.3,3,1026|5287|23411,CDKN1A|PIK3C2B|SIRT1,-1.4
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0010950,positive regulation of endopeptidase activity,19_GO:0048518 positive regulation of biological process,-2.4,9.4,4.8,30244,170,57,3,5.3,3,2534|2904|23411,FYN|GRIN2B|SIRT1,-1.4
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP02824,Glaucoma,,-2.4,6.1,4.1,30244,349,57,4,7,3.4,857|1605|2697|60312,CAV1|DAG1|GJA1|AFAP1,-1.4
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0030178,negative regulation of Wnt signaling pathway,19_GO:0048519 negative regulation of biological process,-2.4,9.2,4.7,30244,173,57,3,5.3,3,857|1500|6934,CAV1|CTNND1|TCF7L2,-1.4
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-2.4,6.1,4.1,30244,350,57,4,7,3.4,3728|4846|6558|23411,JUP|NOS3|SLC12A2|SIRT1,-1.4
cluster_1_x_name_MCODE_ALL,GeDiPNet,37,GDP02569,Fatty Liver,,-2.4,9.1,4.7,30244,174,57,3,5.3,3,857|6497|23411,CAV1|SKI|SIRT1,-1.4
cluster_1_x_name_MCODE_ALL,GO Biological Processes,19,GO:2001242,regulation of intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.4,9.1,4.7,30244,174,57,3,5.3,3,857|6201|23411,CAV1|RPS7|SIRT1,-1.4
